index,rotation_x,rotation_y,rotation_z,initial_rot_x,initial_rot_y,initial_rot_z,finished,path
0,-75.8974358974359,-22.5641025641026,-10.2564102564103,1.67822294574011,1.31883649198841,13.4653803587875,True,data/00000/00000_
1,-75.8974358974359,-22.5641025641026,-6.15384615384616,-2.61199193975102,-1.45165798881634,-27.2214208907627,True,data/00001/00001_
2,-75.8974358974359,-22.5641025641026,-2.05128205128205,-0.264179894143737,-0.0414615708236106,2.84871172549099,True,data/00002/00002_
3,-75.8974358974359,-22.5641025641026,2.05128205128204,32.7791192513125,35.8466513423283,-36.87710343604,True,data/00003/00003_
4,-75.8974358974359,-22.5641025641026,6.15384615384615,-6.95707950336514,-13.4329060892455,39.1146340879355,True,data/00004/00004_
5,-75.8974358974359,-22.5641025641026,10.2564102564103,-5.60103373521478,-0.399736657109652,2.56183075912305,True,data/00005/00005_
6,-71.7948717948718,-22.5641025641026,-10.2564102564103,2.17910509228229,-11.8084494736204,53.0870964602596,True,data/00006/00006_
7,-71.7948717948718,-22.5641025641026,-6.15384615384616,1.80644239160778,-1.09647552138736,-8.2795963574706,True,data/00007/00007_
8,-71.7948717948718,-22.5641025641026,-2.05128205128205,38.6315557963754,15.2691697905578,9.92076776614259,True,data/00008/00008_
9,-71.7948717948718,-22.5641025641026,2.05128205128204,-0.405134985116823,0.248764510571212,-66.510981542813,True,data/00009/00009_
10,-71.7948717948718,-22.5641025641026,6.15384615384615,-10.3048226592904,24.7185913310676,-25.1393530097006,True,data/00010/00010_
11,-71.7948717948718,-22.5641025641026,10.2564102564103,-4.63628244889008,-14.9303346701402,47.2157468260906,True,data/00011/00011_
12,-67.6923076923077,-22.5641025641026,-6.15384615384616,15.9614358773502,8.80317328695738,48.6232002244106,True,data/00012/00012_
13,-67.6923076923077,-22.5641025641026,-2.05128205128205,-14.6760032222215,4.01920296982299,49.0108489076101,False,not set
14,-67.6923076923077,-22.5641025641026,2.05128205128204,-9.86465946705742,-5.07694082129767,-8.28485881714795,False,not set
15,-67.6923076923077,-22.5641025641026,6.15384615384615,-0.262553641314735,-6.03919143143428,-49.4817773825181,True,data/00015/00015_
16,-63.5897435897436,-22.5641025641026,-2.05128205128205,-52.2836303686245,-18.4878407845243,37.491396151902,True,data/00016/00016_
